-3.60E+01,0.00E+00,0.00E+00.1,0.00E+00.2,2.66E-14,0.00E+00.3,6.86E-14,0.00E+00.4,7.68E-14,0.00E+00.5,6.75E-14,0.00E+00.6,3.51E-14,0
2.81,-33.5,0.09,-3.89,-7.25,-3.15,3.07,2.41,-16.6,12.1,-6.57,-4.89,-13.5,1
4.66,-32.0,-8.74,18.6,-10.9,1.98,2.15,-12.9,-8.18,-3.26,10.0,-3.68,-12.5,1
4.08,-42.8,-12.5,-4.15,-6.29,20.7,-2.52,8.16,6.89,1.96,-5.32,0.121,3.98,1
2.17,-32.1,-6.6,-4.65,-3.74,5.27,5.48,-2.09,-1.4,0.46,6.72,3.79,1.03,1
1.23,-24.5,3.8,-0.522,-7.17,1.27,-3.66,5.34,-4.47,2.17,6.54,8.44,-8.69,1
-0.0295,-38.7,-15.6,-4.88,-12.0,-0.681,-8.16,2.47,-4.78,3.02,-3.25,1.52,-3.17,1
1.59,-44.6,-6.79,-11.7,3.53,6.32,-2.15,3.63,-3.72,-18.0,1.93,-4.1,6.01,1
-0.0242,-25.1,-19.7,-14.3,3.64,-12.4,-6.42,10.1,-16.0,10.8,-3.23,-6.17,8.54,1
0.665,-41.8,-11.2,-6.25,-3.19,2.93,4.25,4.48,-3.21,-9.35,-11.0,-2.85,5.01,1
2.28,-19.0,-12.0,-6.99,11.6,-9.47,-3.55,11.4,3.13,-0.69,-10.4,-4.25,11.3,1
2.32,-25.4,-7.74,2.32,-1.02,-15.7,3.22,-0.463,0.363,-16.0,-24.2,-2.33,6.63,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
2.8,-38.5,-3.87,-16.6,-16.4,20.4,1.48,7.1,8.58,-0.987,0.555,1.06,-0.335,1
4.41,-41.0,6.75,11.8,-10.1,7.62,-6.64,14.3,-3.1,12.1,4.56,-1.34,-4.35,1
1.76,-46.7,-21.3,-12.9,-3.82,6.01,2.32,6.11,-3.16,-7.12,-8.8,-4.78,6.85,1
4.6,-31.3,-4.48,2.28,-11.5,3.73,-13.7,4.02,-6.02,-1.22,7.8,-11.3,-4.19,1
1.23,-26.3,0.143,10.1,7.54,-5.14,-11.0,-0.0628,7.79,-2.8,-3.12,-5.9,-4.44,1
3.62,-36.0,5.1,-0.848,-12.9,11.6,-3.49,9.72,-9.27,5.78,7.51,-15.2,-2.27,1
1.77,-36.2,-26.7,-15.8,-2.3,-4.38,-8.72,-24.2,-11.7,-0.73,15.2,10.1,13.2,1
-0.0175,-15.1,-1.81,-9.46,-12.8,-14.7,-4.43,6.38,6.9,-6.7,-11.8,3.06,11.2,1
0.665,-44.3,-17.4,-18.7,-15.5,-2.65,2.37,-4.25,-9.13,6.65,4.71,-9.8,-1.32,1
1.07,-30.8,-11.1,-12.2,1.37,-1.43,-15.1,-7.83,-4.31,2.29,15.5,-5.5,-10.6,1
4.17,-41.3,-4.94,13.7,3.48,22.7,8.4,18.3,0.027,2.05,6.12,8.03,-3.94,1
3.44,-45.3,0.96,8.72,-8.22,2.54,-19.2,-12.3,-5.19,2.52,9.77,22.4,-15.0,1
2.37,-38.7,-20.5,-11.2,1.4,-12.6,-27.3,-2.83,10.4,-11.9,-13.9,-10.6,8.89,1
4.45,-36.3,-24.5,2.01,-5.72,2.41,7.39,-4.95,1.55,8.8,-1.43,15.3,24.1,1
2.37,-38.7,-7.7,3.56,4.25,-7.57,-17.4,2.08,13.5,-1.03,9.95,6.36,2.41,1
3.02,-44.0,-35.5,-14.6,5.12,-9.54,5.29,-4.09,-22.5,-0.946,4.53,0.171,12.1,1
2.94,-31.4,-2.26,-10.6,-17.6,2.4,7.22,-7.6,-13.6,-3.74,8.19,1.71,-4.55,1
-0.0276,-23.3,-16.9,-19.1,3.97,-6.49,-13.0,8.38,-1.49,-12.4,18.5,-17.0,5.98,1
3.23,-32.1,-10.1,-4.28,-16.5,6.26,25.5,23.9,-6.75,-15.7,-5.9,4.06,-4.76,1
1.07,-40.5,-22.0,-14.0,-16.1,-6.78,-18.2,-15.3,6.93,11.7,-12.4,-5.32,-2.63,1
3.92,-30.7,-17.1,3.48,-0.206,13.0,6.91,-5.56,13.2,8.82,3.27,9.85,0.63,1
2.17,-27.8,-4.01,-3.22,4.98,7.75,11.3,-13.9,-27.4,-3.0,13.8,7.36,-0.689,1
2.22,-30.4,-9.98,2.63,5.61,-6.03,-1.21,12.9,17.0,13.0,4.23,-3.46,-0.162,1
1.85,-24.6,0.459,-3.82,-13.7,-0.537,10.7,-7.58,-7.25,-10.6,9.16,10.0,-9.16,1
2.94,-29.4,-13.3,2.62,15.8,3.13,-2.69,-3.47,-6.04,-4.16,5.79,16.0,8.58,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
2.68,-31.0,-17.2,-3.27,15.0,7.29,-3.18,0.787,-3.67,2.0,8.51,3.64,1.33,1
2.74,-31.3,-22.4,-14.6,9.24,10.1,0.7,4.01,-3.66,-10.6,-0.249,-1.35,0.273,1
1.07,-42.0,-19.6,-11.8,-22.2,-9.14,-10.3,5.29,-5.33,-2.24,-1.82,15.4,8.34,1
-0.0295,-38.7,-15.6,-4.88,-12.0,-0.681,-8.16,2.47,-4.78,3.02,-3.25,1.52,-3.17,1
2.27,-41.6,-25.9,-12.9,3.68,0.904,3.31,3.23,-1.94,7.2,3.88,-2.3,4.33,1
3.81,-21.2,-21.6,-3.81,-8.35,-2.37,7.12,8.59,23.6,-2.7,-8.04,-9.62,-19.1,1
4.38,-29.7,4.17,22.4,3.06,18.7,-1.32,3.96,1.57,1.15,9.1,-15.1,-3.35,1
-0.0252,-31.4,-22.0,-2.41,-9.55,-7.88,3.09,-11.7,11.0,-12.9,11.7,-11.4,7.14,1
4.37,-42.2,-1.64,24.4,-10.6,9.44,4.69,-12.2,-8.82,-6.28,3.47,-1.38,-7.98,1
2.32,-28.9,-0.368,10.4,2.16,1.01,-13.2,-8.14,-12.3,-9.34,-9.01,0.83,1.13,1
1.76,-46.4,-2.84,-4.84,-5.84,-18.8,-11.0,7.5,22.6,11.9,0.47,6.82,8.49,1
2.93,-20.3,-17.0,-9.1,9.7,3.06,1.93,-0.504,-13.4,8.41,14.9,-2.41,-4.02,1
3.22,-27.9,-12.2,3.64,3.34,6.92,0.681,-7.03,6.27,-19.7,-18.1,-13.5,-8.11,1
3.29,-31.5,-8.78,-0.45,-11.0,5.57,-15.9,2.38,11.9,-12.5,8.49,6.11,-3.57,1
1.07,-44.6,-21.3,-2.97,-6.01,-9.37,-4.55,-4.0,-5.85,9.4,0.442,13.5,-3.07,1
3.17,-32.3,2.63,5.94,-9.33,-0.624,-9.19,-4.65,-17.3,-8.88,12.2,-5.99,10.8,1
5.17,-16.2,-26.2,-14.3,37.5,2.62,-20.6,1.48,6.45,-16.3,-10.4,17.4,4.7,1
2.97,-35.9,-12.4,0.0259,-4.94,2.58,-5.19,-3.35,-0.989,-0.819,23.9,-0.473,5.42,1
1.58,-44.1,-12.5,-5.11,2.75,-3.41,-11.2,-2.83,-2.12,9.4,13.2,-1.07,0.229,1
5.18,-31.9,-20.0,2.73,-8.16,17.0,-6.15,-15.5,32.4,-6.55,5.22,14.9,-20.5,1
0.666,-30.5,-14.5,-4.51,0.42,0.37,-13.1,-5.88,-9.07,11.3,3.44,-6.99,-1.98,1
2.46,-43.8,-13.3,-8.0,-16.9,-7.61,-1.42,10.3,15.4,16.6,19.5,-5.83,2.86,1
2.86,-46.4,-10.6,-2.12,-13.6,-16.1,-10.6,-3.72,-6.63,-0.372,3.1,-7.0,1.23,1
2.89,-28.2,-19.2,-4.87,10.3,-2.66,11.7,7.87,13.4,12.4,6.01,-8.05,-17.8,1
4.33,-48.9,-2.78,-3.57,-5.6,25.2,-0.944,26.2,15.0,11.4,4.39,5.16,-2.3,1
4.5,-18.7,-12.2,0.534,-3.92,12.1,-17.0,-1.19,7.63,-3.56,4.59,-7.19,4.97,1
1.92,-66.3,-13.5,-23.8,-34.8,-2.75,-8.47,1.96,-35.9,19.6,-3.9,-16.2,1.72,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
4.0,-35.9,-28.4,-3.36,-4.45,1.26,-6.98,-13.8,19.0,-2.9,-8.6,-17.8,1.17,1
3.47,-34.4,-3.41,11.9,-8.25,1.68,-13.1,-5.95,-1.41,10.3,17.0,-3.03,1.65,1
0.663,-40.1,3.16,-18.6,-18.2,5.88,7.1,-27.0,14.7,0.456,-3.81,-4.54,3.15,1
2.17,-33.7,-5.61,3.41,-14.8,-14.7,0.513,-6.18,8.3,-0.607,3.24,-4.87,-3.71,1
1.07,-33.5,-14.5,-10.4,-2.64,-5.22,-9.51,-6.32,-13.9,-5.45,-0.863,2.2,3.66,1
-0.0252,-31.4,-22.0,-2.41,-9.55,-7.88,3.09,-11.7,11.0,-12.9,11.7,-11.4,7.14,1
3.25,-29.7,-21.9,-5.38,14.5,-10.0,2.78,1.93,-1.61,8.64,8.0,-5.73,-5.7,1
4.06,-31.3,-32.0,-10.3,4.5,7.35,-0.87,-6.47,11.4,21.2,9.45,7.62,-0.386,1
1.36,-31.7,-1.37,-1.04,-17.9,-13.7,8.59,10.8,-15.2,-6.16,4.82,-1.89,4.32,1
4.93,-34.7,-6.73,26.2,-17.7,0.0618,-1.56,-7.93,1.79,-11.4,2.42,-11.5,7.48,1
1.07,-33.4,-14.5,-0.0268,7.97,-2.63,-5.94,-16.7,-8.78,15.6,15.3,9.41,-8.21,1
1.07,-33.4,-13.7,0.341,2.64,-0.157,3.8,-2.32,-6.93,-15.1,-4.11,9.2,-3.75,1
2.28,-26.8,-3.16,7.43,11.5,7.35,3.16,-9.52,-9.05,6.73,3.3,-12.3,-9.75,1
1.76,-34.7,1.01,-8.18,-7.27,-10.6,-8.35,7.03,-4.72,9.79,-4.3,-5.27,14.0,1
2.65,-29.1,-7.91,3.75,4.52,-19.8,0.429,-0.279,-1.36,3.06,-4.22,-16.7,13.7,1
2.06,-34.1,-23.1,-3.66,20.0,-17.4,-11.3,-1.47,-7.86,-1.65,1.33,-7.68,2.59,1
4.31,-24.5,-20.3,4.68,-3.45,-10.9,-5.08,1.39,-0.38,-7.91,-15.2,-0.29,14.9,1
1.68,-29.4,3.84,12.0,8.98,3.18,-11.6,-11.0,15.5,-2.68,-13.5,5.44,8.63,1
2.68,-37.4,-20.9,-8.07,-5.46,-17.7,-8.13,-10.1,-14.0,-6.23,-0.53,3.03,9.58,1
3.08,-35.3,-0.795,6.67,-7.08,6.5,16.0,4.52,-12.5,-6.05,7.09,-9.08,3.87,1
1.92,-35.4,-16.0,-7.89,18.1,10.7,-11.3,-9.78,-6.74,2.06,-8.21,-4.58,-1.1,1
2.5,-28.4,-13.0,-2.72,8.58,-10.6,4.0,5.6,-9.4,-4.74,10.8,9.47,1.62,1
0.671,-36.8,-14.4,-6.05,-1.94,-2.6,5.36,-4.21,-2.56,-11.0,-0.589,1.99,3.77,1
2.54,-38.0,-19.7,-0.104,-0.384,1.72,8.72,-14.8,-6.18,13.8,26.1,9.23,6.63,1
0.665,-41.5,-9.39,-3.67,-0.591,3.26,-3.58,-10.8,-12.4,-0.0529,8.48,3.08,-5.39,1
2.99,-32.2,-3.87,8.45,-4.34,-17.3,29.1,8.03,-10.7,21.9,-2.62,-8.9,-9.36,1
0.672,-30.7,-15.1,-14.4,1.86,-8.44,-2.76,6.69,-3.05,6.42,0.21,-5.17,-1.06,1
1.23,-22.1,-8.21,-3.62,4.47,-2.7,-6.23,1.44,-12.4,8.58,9.49,-9.02,-1.48,1
3.75,-30.1,-28.3,-2.42,17.9,-3.8,-10.8,-14.7,-0.29,7.65,11.2,1.34,-4.6,1
0.665,-43.4,-14.5,-14.2,-17.1,-14.3,-8.43,3.24,5.02,-2.91,-9.67,-0.766,6.27,1
2.8,-39.2,-17.9,-0.0242,11.0,0.773,6.06,-8.21,-7.47,4.21,-17.5,-24.7,-7.77,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
0.666,-34.2,-22.1,-10.1,5.15,-20.8,8.03,-6.94,-0.53,0.321,1.36,-6.51,7.22,1
2.62,-45.1,-18.8,-14.2,-11.9,-0.434,21.3,13.6,-4.98,-1.41,17.0,10.8,12.4,1
2.61,-42.9,-16.8,-9.87,-8.03,-4.72,-14.3,-7.87,-2.99,-13.3,-5.65,3.41,3.51,1
1.76,-32.6,-15.7,-6.03,6.83,4.87,-12.7,-10.3,0.999,14.4,15.1,0.141,3.04,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
1.07,-39.1,-11.7,-0.277,-15.5,-16.4,-22.6,-1.94,-8.29,6.85,11.6,-3.16,-14.8,1
2.17,-31.5,-9.31,-2.55,3.18,6.6,-2.05,-17.5,9.4,-5.4,-9.16,-5.17,-1.41,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
2.58,-29.6,-16.6,-1.18,29.8,9.63,3.92,-18.3,-17.2,-2.43,-0.958,11.7,5.22,1
1.07,-32.4,-23.1,-36.9,-10.5,-1.78,-14.3,-13.8,-2.53,6.45,-3.02,-20.9,18.0,1
4.48,-29.7,-9.72,6.46,-9.5,-4.79,-18.3,1.2,-3.41,-16.6,-2.47,0.675,-0.145,1
3.02,-43.4,-23.8,-6.35,-6.38,-2.87,4.68,16.9,19.7,13.3,12.2,-1.33,2.48,1
3.98,-39.1,2.14,9.39,0.33,11.3,-4.46,3.34,-17.2,-0.61,-9.84,-4.08,4.08,1
2.37,-32.0,-18.5,-6.72,-0.995,1.3,24.3,-2.9,-12.2,-18.2,-8.44,-9.79,-1.71,1
3.81,-37.0,10.7,10.7,-7.99,6.67,-13.6,14.1,-10.5,6.45,7.3,-8.23,-13.9,1
0.665,-36.5,-6.37,-12.6,-16.0,6.52,-5.28,-12.1,12.6,-10.1,6.2,-7.63,6.37,1
2.94,-29.9,-4.63,-0.502,-13.5,-11.2,2.23,5.05,9.49,0.933,7.69,-7.09,-12.5,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
3.97,-37.1,3.91,5.03,-1.56,7.48,-13.3,8.6,-14.8,-3.94,8.8,-14.3,-3.85,1
5.02,-34.1,5.92,2.18,-5.49,20.5,-2.92,3.5,-15.7,13.3,-3.1,2.82,-10.6,1
2.37,-45.4,-16.0,1.96,-13.2,-2.01,-3.31,-0.484,1.3,2.14,9.26,-5.23,-1.25,1
4.69,-43.9,-5.45,-4.5,-11.0,24.3,-10.5,10.2,2.46,12.7,-0.965,-0.732,6.94,1
2.33,-29.5,-0.243,2.4,-4.81,-12.4,0.783,5.25,6.1,2.55,-13.5,-7.36,9.81,1
-0.0295,-38.7,-15.6,-4.88,-12.0,-0.681,-8.16,2.47,-4.78,3.02,-3.25,1.52,-3.17,1
2.71,-27.1,-11.6,-9.73,2.52,-2.18,-15.1,11.9,15.1,3.4,-3.31,-8.28,5.04,1
-0.0286,-28.4,-20.3,-10.6,2.67,-19.5,9.45,-9.64,-0.287,5.76,-10.9,10.8,-11.0,1
3.19,-40.7,-1.44,3.32,-8.64,2.23,-9.93,5.86,5.8,3.4,1.51,-2.64,-5.07,1
2.74,-30.9,-17.7,-6.47,-0.244,-10.9,5.84,5.98,13.6,9.49,7.55,6.41,1.35,1
3.88,-34.4,-22.7,1.68,4.66,-7.23,-3.49,25.2,2.02,-15.1,2.45,6.48,-2.12,1
4.35,-32.4,-7.55,10.7,-2.94,-1.46,-23.2,-20.1,-24.0,-0.387,8.21,-4.92,-1.35,1
3.74,-34.0,-11.5,-8.55,-12.0,-1.89,-1.23,20.1,1.6,-12.0,6.18,-3.43,-8.3,1
5.1,-28.7,-9.86,17.5,-7.0,11.8,-5.06,5.02,11.2,-23.0,-17.3,-0.0736,13.7,1
3.89,-33.8,-32.7,-7.99,8.87,-3.42,19.7,5.28,-4.24,19.9,-5.53,-16.1,0.834,1
3.62,-34.8,0.16,2.58,-11.2,13.0,-6.27,-2.67,8.9,-6.63,17.8,-6.42,4.29,1
3.09,-30.2,-22.9,-8.7,9.2,1.26,0.809,-1.47,-13.0,-8.18,14.8,-9.46,0.756,1
1.07,-37.6,-1.41,3.04,-12.2,-18.5,-12.2,12.6,9.69,-12.6,0.196,-8.95,7.48,1
4.16,-47.0,-6.72,0.458,-14.9,8.89,-12.7,13.9,-12.1,-8.75,0.395,8.81,-0.492,1
4.85,-21.8,-3.33,12.8,-13.5,-0.517,-22.1,-4.77,20.8,-4.82,-1.49,-7.37,6.11,1
2.37,-35.2,-22.4,-9.95,11.2,9.19,5.07,3.21,10.9,1.16,1.57,1.38,-2.08,1
-0.687,-12.3,-0.805,-3.55,-0.498,-3.24,-0.714,-1.23,0.369,-0.0941,0.62,-0.712,-0.474,1
2.61,-43.4,-16.2,-2.35,-3.76,-0.13,-13.7,4.46,14.2,5.02,9.87,-5.63,-8.06,1
-0.0295,-38.7,-15.6,-4.88,-12.0,-0.681,-8.16,2.47,-4.78,3.02,-3.25,1.52,-3.17,1
-0.0252,-31.4,-22.0,-2.41,-9.55,-7.88,3.09,-11.7,11.0,-12.9,11.7,-11.4,7.14,1
4.85,-37.3,-5.97,13.4,3.68,4.09,-25.8,4.17,9.08,-5.18,-7.56,12.5,-3.59,1
2.23,-26.6,-17.1,-2.44,14.0,2.85,12.3,8.81,-2.21,4.47,4.79,-3.77,-18.0,1
2.28,-21.6,-6.92,0.25,-0.981,-9.01,-0.782,0.572,-5.2,3.55,12.2,4.03,-5.04,1
4.05,-31.6,-5.89,10.2,-10.3,0.272,-5.76,-0.202,-7.01,3.56,9.99,-4.16,11.7,1
2.86,-36.2,-9.42,8.67,3.23,2.7,-1.3,1.51,3.96,-5.22,-4.92,-11.7,-1.71,1
1.07,-35.4,-13.2,-5.53,-0.952,-7.53,-3.71,4.34,9.62,7.47,-0.475,4.4,-9.96,1
2.65,-26.1,-16.9,-13.9,7.39,1.28,-0.676,-0.0616,-2.6,5.22,-11.0,-5.87,2.01,1
5.05,-36.6,-7.55,2.77,2.12,17.2,-24.4,20.1,2.73,-3.91,-15.0,-14.9,-2.92,1
6.1,-20.4,-19.3,19.2,-8.91,4.26,-5.44,6.39,-2.46,-15.3,11.9,3.87,3.89,1
3.85,-29.8,-0.51,-3.37,-28.7,-1.48,-8.26,19.7,20.3,4.27,8.83,-20.3,3.62,1
1.76,-44.4,-24.0,-17.7,-14.1,-12.9,6.16,4.55,21.5,7.34,1.28,4.82,9.96,1
3.2,-44.3,-10.3,-3.52,-9.71,7.77,-16.0,0.319,1.06,-9.71,5.02,2.31,0.0982,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
3.32,-23.8,-18.5,-9.81,2.22,-12.0,2.73,-3.77,-20.6,-7.83,-9.29,-21.6,3.58,1
3.67,-30.0,-13.1,-4.4,-8.19,3.71,1.44,-4.08,8.87,9.64,6.52,-5.45,9.91,1
1.07,-36.4,-14.3,-2.35,-10.9,-3.67,6.7,8.76,3.45,17.0,8.46,-1.85,-2.22,1
3.59,-35.4,4.42,-0.555,-12.2,12.2,-5.91,-0.582,-0.569,-2.99,-3.17,-8.6,-7.57,1
2.97,-46.8,-10.6,-3.28,-10.3,-5.38,0.571,4.37,-1.48,-0.492,-5.64,-12.4,4.88,1
-0.689,-13.1,-0.374,-3.49,-0.785,-2.92,-0.983,-1.02,0.215,0.0154,0.544,-0.661,-0.511,1
1.77,-34.8,-12.8,-12.6,0.708,15.0,-1.58,10.6,2.03,-11.1,2.83,5.58,1.58,1
5.7,-26.2,-17.0,8.33,-11.4,21.7,-0.379,-4.65,-12.1,-9.47,20.9,5.45,14.7,1
5.07,-41.5,-6.36,-4.27,-7.97,20.2,-12.6,8.07,-0.814,17.4,0.416,11.6,3.7,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
0.897,-20.9,-0.0847,-0.799,-4.07,-12.4,-4.51,16.3,3.81,-13.8,-2.54,3.88,11.0,1
1.92,-40.8,-13.8,-6.22,-3.04,-2.09,16.7,10.9,22.9,3.85,13.5,-8.35,-12.8,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
3.24,-45.9,2.35,-0.354,-8.64,2.01,-21.9,-5.55,-9.81,-13.9,-6.53,-4.02,11.4,1
2.42,-30.7,-8.02,4.99,8.23,-2.28,-10.6,-5.68,0.0344,-1.86,9.7,-15.2,-12.5,1
3.19,-42.8,-16.3,-0.729,3.6,12.6,13.8,11.3,7.87,-1.08,3.23,10.7,4.86,1
3.76,-49.3,-7.7,-6.24,-9.47,-4.7,-16.0,5.34,-5.94,21.6,4.2,-4.99,-9.16,1
3.62,-39.6,8.1,19.0,6.05,-0.489,-22.6,5.92,-1.92,-0.139,-3.55,3.74,1.36,1
3.04,-29.8,-14.6,-3.29,4.85,-3.45,-5.89,-16.5,1.6,2.04,-6.39,-17.6,1.06,1
5.31,-28.7,-9.13,10.8,-13.6,21.4,-9.41,-2.39,-2.54,-6.56,2.64,-2.57,10.1,1
2.5,-26.5,-6.37,2.13,5.89,-1.93,7.75,2.04,-10.9,10.2,11.8,-7.03,-3.06,1
0.392,-19.2,4.4,-6.05,-0.864,-1.88,2.3,1.97,0.378,-5.37,-2.75,3.55,3.96,1
1.99,-27.4,3.16,-1.37,-5.1,-2.53,-2.87,-1.83,11.2,-2.71,1.89,2.11,5.88,1
0.671,-33.1,-11.7,-7.97,-15.0,-0.575,1.8,-13.9,9.67,-6.21,2.58,-2.93,0.102,1
1.58,-44.7,-24.1,-23.5,-7.66,2.85,-16.9,6.73,-3.78,-2.8,6.96,-11.2,8.96,1
1.48,-25.9,8.16,0.263,-1.97,-9.78,2.3,3.07,1.18,5.06,-6.03,-7.85,-2.57,1
1.76,-27.0,4.7,11.9,-3.26,-18.8,-15.5,2.68,13.1,-7.09,-8.8,2.0,-0.752,1
3.11,-39.7,-14.7,6.41,2.41,-4.61,2.84,-14.9,0.172,-9.46,6.43,1.64,-9.16,1
2.05,-36.2,-2.87,-3.53,-12.5,-6.36,14.0,12.0,-6.91,-13.1,-2.13,14.3,-1.65,1
2.17,-39.5,-23.8,-11.8,3.06,-8.85,2.65,4.2,-3.62,3.81,-0.996,-7.36,-8.32,1
3.96,-30.5,-10.4,9.01,3.26,14.7,-11.0,-11.5,-1.32,6.02,8.94,-18.6,-1.96,1
1.36,-26.7,-14.2,-18.0,-9.54,-9.46,3.51,23.2,17.8,-1.33,-8.84,-0.256,-1.49,1
1.07,-41.1,-5.99,-11.6,-21.3,-15.4,5.58,2.36,-4.22,4.33,-10.2,0.178,6.2,1
2.75,-30.3,-22.7,-18.4,5.43,1.69,2.82,4.36,1.42,-13.5,1.68,0.723,-1.6,1
3.15,-44.1,-5.05,5.14,-12.9,3.92,-5.78,-37.5,-12.2,8.2,-4.2,-10.6,-3.25,1
1.07,-34.0,-7.23,8.27,4.84,-22.2,-20.2,-6.29,18.6,4.24,-5.6,-2.25,-5.96,1
-0.0295,-38.7,-15.6,-4.88,-12.0,-0.681,-8.16,2.47,-4.78,3.02,-3.25,1.52,-3.17,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
3.79,-17.6,-17.7,-6.68,16.2,-6.15,-12.8,7.22,16.5,-3.94,-17.6,2.75,8.35,1
-0.0295,-38.7,-15.6,-4.88,-12.0,-0.681,-8.16,2.47,-4.78,3.02,-3.25,1.52,-3.17,1
1.48,-21.9,-5.76,-2.88,-13.5,-15.2,1.66,-0.509,-1.12,-1.81,1.7,-0.0452,4.63,1
4.13,-37.8,-6.27,-3.13,-12.4,1.22,-14.0,6.7,-9.14,-1.11,-8.3,-17.8,-13.5,1
-0.0295,-38.7,-15.6,-4.88,-12.0,-0.681,-8.16,2.47,-4.78,3.02,-3.25,1.52,-3.17,1
2.92,-40.5,-22.9,-10.3,-7.33,-8.05,13.8,4.8,6.8,21.6,30.3,20.3,6.25,1
2.75,-22.2,-6.25,-1.06,-7.95,-4.37,-2.24,2.66,-3.71,-13.1,-4.94,-11.9,-6.17,1
2.23,-23.5,-9.68,-6.2,-2.36,0.493,0.85,3.35,2.27,2.7,-2.12,2.16,3.54,1
4.72,-46.0,-37.5,-5.03,-5.53,7.09,-18.4,-20.2,-6.16,-0.52,2.4,-8.25,8.03,1
2.23,-25.7,-7.08,-8.65,-2.09,-7.16,-7.47,-8.84,-6.46,4.97,-1.54,2.67,-1.9,1
2.58,-28.5,-11.0,-10.7,9.7,10.1,9.19,0.996,-10.0,-5.8,0.555,2.19,9.83,1
1.36,-36.1,-15.9,-2.15,-0.639,1.09,3.19,7.41,13.6,11.4,-2.37,-4.43,4.19,1
2.37,-42.5,-9.62,-11.8,-15.8,14.8,8.4,-4.72,-9.96,3.72,15.1,-2.76,0.172,1
3.53,-47.4,-12.3,-6.56,-4.49,1.65,-5.0,18.7,19.8,13.4,1.55,-9.6,-12.6,1
3.47,-48.4,-12.0,-10.2,-24.2,-11.1,-13.6,2.48,-12.0,-5.65,-1.91,7.13,0.089,1
2.33,-24.6,-11.2,-4.42,-6.73,-3.32,6.9,12.7,-4.26,-20.3,0.621,5.82,3.65,1
2.99,-33.3,-9.0,-1.09,-4.91,4.43,-3.36,25.3,15.1,-4.41,2.75,8.6,5.39,1
3.24,-22.0,-2.35,4.25,-7.64,-11.3,-0.659,-9.84,2.25,-0.775,4.12,-2.38,0.401,1
3.17,-32.7,-16.5,6.73,11.5,-8.56,8.1,-0.143,-7.1,3.46,-3.31,-1.11,14.8,1
2.57,-30.7,-0.0822,1.04,-11.2,-2.47,-0.0606,3.08,7.43,4.81,8.24,-9.75,10.3,1
-0.684,-11.4,0.219,-4.48,-1.02,-2.14,-1.35,-1.31,0.768,-0.462,0.819,-0.739,-0.541,1
0.663,-73.2,-27.1,-18.2,-21.3,-9.7,-14.7,-3.56,-9.63,-1.47,-7.06,-1.98,-5.93,1
3.58,-51.1,-17.3,-16.9,-23.1,-7.04,-26.7,-1.63,5.45,19.8,4.96,-2.08,-1.38,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
1.77,-32.4,-3.25,4.94,-4.07,-2.77,0.426,0.558,-21.4,-0.465,3.92,-5.08,-2.36,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
0.665,-41.7,-10.3,-5.18,-1.67,3.99,2.06,-2.58,-11.6,-10.2,-0.743,7.26,2.78,1
1.76,-37.6,-2.7,-8.64,0.156,4.83,-21.0,-9.82,-0.43,-6.52,17.5,1.39,0.39,1
1.23,-20.8,-7.34,-0.33,12.1,-21.2,-9.55,24.2,-14.6,4.26,2.38,-8.53,6.55,1
4.02,-28.9,-24.5,-6.53,3.59,-22.3,-4.49,14.5,-1.29,20.5,35.4,3.52,-4.26,1
3.81,-28.2,-18.6,3.94,4.06,-1.59,5.69,4.25,-8.32,-6.02,6.27,-8.61,13.5,1
